CBSA,Name,TotalCases,TotalDeaths,Population2010,WeightedDensity,Date,Day,Cases,Deaths,DeathsPerMillion,deathGrowthRate,deathGrowthRatePerMill,deathGrowthRatePerMillSmoothed,deathsSmoothed,deathsSmoothedPerMillion
46520,"Urban Honolulu, HI",2808,18,953207.0,11548,2020-03-16,-15,6,0,0.0,0.0,0.0,0.0,0.0,0.0
46520,"Urban Honolulu, HI",2808,18,953207.0,11548,2020-03-17,-14,8,0,0.0,0.0,0.0,0.0,0.0,0.0
46520,"Urban Honolulu, HI",2808,18,953207.0,11548,2020-03-18,-13,10,0,0.0,0.0,0.0,0.0,0.0,0.0
46520,"Urban Honolulu, HI",2808,18,953207.0,11548,2020-03-19,-12,18,0,0.0,0.0,0.0,0.0,0.0,0.0
46520,"Urban Honolulu, HI",2808,18,953207.0,11548,2020-03-20,-11,28,0,0.0,0.0,0.0,0.0,0.0,0.0
46520,"Urban Honolulu, HI",2808,18,953207.0,11548,2020-03-21,-10,35,0,0.0,0.0,0.0,0.0,0.0,0.0
46520,"Urban Honolulu, HI",2808,18,953207.0,11548,2020-03-22,-9,41,0,0.0,0.0,0.0,0.0,0.0,0.0
46520,"Urban Honolulu, HI",2808,18,953207.0,11548,2020-03-23,-8,53,0,0.0,0.0,0.0,0.0,0.0,0.0
46520,"Urban Honolulu, HI",2808,18,953207.0,11548,2020-03-24,-7,58,0,0.0,0.0,0.0,0.0,0.0,0.0
46520,"Urban Honolulu, HI",2808,18,953207.0,11548,2020-03-25,-6,68,0,0.0,0.0,0.0,0.0,0.0,0.0
46520,"Urban Honolulu, HI",2808,18,953207.0,11548,2020-03-26,-5,77,0,0.0,-0.0455,0.0,-0.0477,0.0,0.0
46520,"Urban Honolulu, HI",2808,18,953207.0,11548,2020-03-27,-4,87,0,0.0,-0.0152,0.0,-0.0159,-0.0909,-0.0954
46520,"Urban Honolulu, HI",2808,18,953207.0,11548,2020-03-28,-3,108,0,0.0,0.0693,0.0,0.0727,-0.0303,-0.0318
46520,"Urban Honolulu, HI",2808,18,953207.0,11548,2020-03-29,-2,119,0,0.0,0.1861,0.0,0.1953,0.0476,0.05
46520,"Urban Honolulu, HI",2808,18,953207.0,11548,2020-03-30,-1,139,0,0.0,0.3593,0.5245,0.3769,0.342,0.3588
46520,"Urban Honolulu, HI",2808,18,953207.0,11548,2020-03-31,0,157,1,1.049090071726288,0.4459,0.5245,0.4678,0.7662,0.8038
46520,"Urban Honolulu, HI",2808,18,953207.0,11548,2020-04-01,1,182,1,1.049090071726288,0.355,0.5245,0.3724,1.2338,1.2943
46520,"Urban Honolulu, HI",2808,18,953207.0,11548,2020-04-02,2,206,2,2.098180143452576,0.329,0.5245,0.3452,1.4762,1.5487
46520,"Urban Honolulu, HI",2808,18,953207.0,11548,2020-04-03,3,237,2,2.098180143452576,0.3409,0.0,0.3576,1.8918,1.9846
46520,"Urban Honolulu, HI",2808,18,953207.0,11548,2020-04-04,4,266,2,2.098180143452576,0.338,0.0,0.3546,2.158,2.2639
46520,"Urban Honolulu, HI",2808,18,953207.0,11548,2020-04-05,5,281,2,2.098180143452576,0.5372,1.0491,0.5635,2.5678,2.6939
46520,"Urban Honolulu, HI",2808,18,953207.0,11548,2020-04-06,6,292,4,4.196360286905152,0.8474,1.0491,0.889,3.2323,3.391
46520,"Urban Honolulu, HI",2808,18,953207.0,11548,2020-04-07,7,312,4,4.196360286905152,1.0303,0.0,1.0809,4.2626,4.4719
34940,"Naples-Marco Island, FL",2429,18,321520.0,2103,2020-03-10,-19,3,0,0.0,0.0,0.0,0.0,0.0,0.0
34940,"Naples-Marco Island, FL",2429,18,321520.0,2103,2020-03-11,-18,3,0,0.0,0.0,0.0,0.0,0.0,0.0
34940,"Naples-Marco Island, FL",2429,18,321520.0,2103,2020-03-12,-17,3,0,0.0,0.0,0.0,0.0,0.0,0.0
34940,"Naples-Marco Island, FL",2429,18,321520.0,2103,2020-03-13,-16,3,0,0.0,0.0,0.0,0.0,0.0,0.0
34940,"Naples-Marco Island, FL",2429,18,321520.0,2103,2020-03-14,-15,3,0,0.0,0.0,0.0,0.0,0.0,0.0
34940,"Naples-Marco Island, FL",2429,18,321520.0,2103,2020-03-15,-14,5,0,0.0,0.0,0.0,0.0,0.0,0.0
34940,"Naples-Marco Island, FL",2429,18,321520.0,2103,2020-03-16,-13,6,0,0.0,0.0,0.0,0.0,0.0,0.0
34940,"Naples-Marco Island, FL",2429,18,321520.0,2103,2020-03-17,-12,7,0,0.0,0.0,0.0,0.0,0.0,0.0
34940,"Naples-Marco Island, FL",2429,18,321520.0,2103,2020-03-18,-11,13,0,0.0,0.0,0.0,0.0,0.0,0.0
34940,"Naples-Marco Island, FL",2429,18,321520.0,2103,2020-03-19,-10,18,0,0.0,0.0,0.0,0.0,0.0,0.0
34940,"Naples-Marco Island, FL",2429,18,321520.0,2103,2020-03-20,-9,25,0,0.0,0.0,0.0,0.0,0.0,0.0
34940,"Naples-Marco Island, FL",2429,18,321520.0,2103,2020-03-21,-8,28,0,0.0,0.0,0.0,0.0,0.0,0.0
34940,"Naples-Marco Island, FL",2429,18,321520.0,2103,2020-03-22,-7,33,0,0.0,0.0,0.0,0.0,0.0,0.0
34940,"Naples-Marco Island, FL",2429,18,321520.0,2103,2020-03-23,-6,39,0,0.0,0.0,0.0,0.0,0.0,0.0
34940,"Naples-Marco Island, FL",2429,18,321520.0,2103,2020-03-24,-5,41,0,0.0,-0.0455,0.0,-0.1414,0.0,0.0
34940,"Naples-Marco Island, FL",2429,18,321520.0,2103,2020-03-25,-4,57,0,0.0,-0.0152,0.0,-0.0471,-0.0909,-0.2827
34940,"Naples-Marco Island, FL",2429,18,321520.0,2103,2020-03-26,-3,67,0,0.0,0.1147,0.0,0.3568,-0.0303,-0.0942
34940,"Naples-Marco Island, FL",2429,18,321520.0,2103,2020-03-27,-2,85,0,0.0,0.2013,0.0,0.6261,0.1385,0.4309
34940,"Naples-Marco Island, FL",2429,18,321520.0,2103,2020-03-28,-1,95,0,0.0,0.1991,1.5551,0.6194,0.3723,1.1579
34940,"Naples-Marco Island, FL",2429,18,321520.0,2103,2020-03-29,0,111,1,3.1102264244837023,0.2294,1.5551,0.7136,0.5368,1.6696
34940,"Naples-Marco Island, FL",2429,18,321520.0,2103,2020-03-30,1,127,1,3.1102264244837023,0.316,0.0,0.9829,0.8312,2.5851
34940,"Naples-Marco Island, FL",2429,18,321520.0,2103,2020-03-31,2,146,1,3.1102264244837023,0.316,0.0,0.9829,1.1688,3.6353
34940,"Naples-Marco Island, FL",2429,18,321520.0,2103,2020-04-01,3,158,1,3.1102264244837023,0.184,1.5551,0.5722,1.4632,4.5509
34940,"Naples-Marco Island, FL",2429,18,321520.0,2103,2020-04-02,4,178,2,6.220452848967405,0.184,1.5551,0.5722,1.5368,4.7798
34940,"Naples-Marco Island, FL",2429,18,321520.0,2103,2020-04-03,5,203,2,6.220452848967405,0.2803,0.0,0.8718,1.8312,5.6953
34940,"Naples-Marco Island, FL",2429,18,321520.0,2103,2020-04-04,6,221,2,6.220452848967405,0.2774,0.0,0.8628,2.0974,6.5234
34940,"Naples-Marco Island, FL",2429,18,321520.0,2103,2020-04-05,7,231,2,6.220452848967405,0.3023,1.5551,0.9402,2.386,7.421
34940,"Naples-Marco Island, FL",2429,18,321520.0,2103,2020-04-06,8,249,3,9.330679273451107,0.3323,1.5551,1.0334,2.702,8.4039
34940,"Naples-Marco Island, FL",2429,18,321520.0,2103,2020-04-07,9,271,3,9.330679273451107,0.3485,0.0,1.0839,3.0505,9.4878
47220,"Vineland-Bridgeton, NJ",397,18,156898.0,2523,2020-03-20,-5,1,0,0.0,-0.2273,0.0,-1.4485,0.0909,0.5794
47220,"Vineland-Bridgeton, NJ",397,18,156898.0,2523,2020-03-21,-4,1,0,0.0,-0.1028,0.0,-0.6553,-0.1364,-0.8691
47220,"Vineland-Bridgeton, NJ",397,18,156898.0,2523,2020-03-22,-3,1,0,0.0,0.1082,0.0,0.6898,-0.1147,-0.7312
47220,"Vineland-Bridgeton, NJ",397,18,156898.0,2523,2020-03-23,-2,1,0,0.0,0.2435,0.0,1.552,0.0801,0.5104
47220,"Vineland-Bridgeton, NJ",397,18,156898.0,2523,2020-03-24,-1,2,0,0.0,0.2738,3.1868,1.7451,0.3723,2.3728
47220,"Vineland-Bridgeton, NJ",397,18,156898.0,2523,2020-03-25,0,3,1,6.373567540695229,0.2446,3.1868,1.5589,0.6277,4.0007
47220,"Vineland-Bridgeton, NJ",397,18,156898.0,2523,2020-03-26,1,4,1,6.373567540695229,0.2013,0.0,1.283,0.8615,5.4906
47220,"Vineland-Bridgeton, NJ",397,18,156898.0,2523,2020-03-27,2,9,1,6.373567540695229,0.1147,0.0,0.7312,1.0303,6.5667
47220,"Vineland-Bridgeton, NJ",397,18,156898.0,2523,2020-03-28,3,11,1,6.373567540695229,-0.0152,0.0,-0.0966,1.0909,6.953
47220,"Vineland-Bridgeton, NJ",397,18,156898.0,2523,2020-03-29,4,11,1,6.373567540695229,-0.0455,0.0,-0.2897,1.0,6.3736
47220,"Vineland-Bridgeton, NJ",397,18,156898.0,2523,2020-03-30,5,12,1,6.373567540695229,-0.0455,0.0,-0.2897,1.0,6.3736
47220,"Vineland-Bridgeton, NJ",397,18,156898.0,2523,2020-03-31,6,18,1,6.373567540695229,-0.0152,0.0,-0.0966,0.9091,5.7942
47220,"Vineland-Bridgeton, NJ",397,18,156898.0,2523,2020-04-01,7,27,1,6.373567540695229,0.1147,0.0,0.7312,0.9697,6.1804
47220,"Vineland-Bridgeton, NJ",397,18,156898.0,2523,2020-04-02,8,31,1,6.373567540695229,0.2013,0.0,1.283,1.1385,7.2565
47220,"Vineland-Bridgeton, NJ",397,18,156898.0,2523,2020-04-03,9,36,1,6.373567540695229,0.2738,3.1868,1.7451,1.3723,8.7464
47220,"Vineland-Bridgeton, NJ",397,18,156898.0,2523,2020-04-04,10,40,2,12.747135081390457,0.2868,3.1868,1.8279,1.6861,10.7468
47220,"Vineland-Bridgeton, NJ",397,18,156898.0,2523,2020-04-05,11,54,2,12.747135081390457,0.1948,0.0,1.2416,1.9459,12.4022
47220,"Vineland-Bridgeton, NJ",397,18,156898.0,2523,2020-04-06,12,64,2,12.747135081390457,0.0271,0.0,0.1724,2.0758,13.23
47220,"Vineland-Bridgeton, NJ",397,18,156898.0,2523,2020-04-07,13,71,2,12.747135081390457,-0.0758,0.0,-0.4828,2.0,12.7471
34620,"Muncie, IN",314,18,117671.0,2377,2020-03-21,0,1,1,8.498270601932507,-0.0,0.0,-0.0,1.0,8.4983
34620,"Muncie, IN",314,18,117671.0,2377,2020-03-22,1,2,1,8.498270601932507,-0.0,0.0,-0.0,1.0,8.4983
34620,"Muncie, IN",314,18,117671.0,2377,2020-03-23,2,3,1,8.498270601932507,-0.0,0.0,0.0,1.0,8.4983
34620,"Muncie, IN",314,18,117671.0,2377,2020-03-24,3,4,1,8.498270601932507,-0.0,0.0,-0.0,1.0,8.4983
34620,"Muncie, IN",314,18,117671.0,2377,2020-03-25,4,7,1,8.498270601932507,-0.0,0.0,-0.0,1.0,8.4983
34620,"Muncie, IN",314,18,117671.0,2377,2020-03-26,5,7,1,8.498270601932507,0.0,0.0,0.0,1.0,8.4983
34620,"Muncie, IN",314,18,117671.0,2377,2020-03-27,6,8,1,8.498270601932507,0.0,0.0,0.0,1.0,8.4983
34620,"Muncie, IN",314,18,117671.0,2377,2020-03-28,7,8,1,8.498270601932507,0.0,0.0,0.0,1.0,8.4983
34620,"Muncie, IN",314,18,117671.0,2377,2020-03-29,8,14,1,8.498270601932507,0.0,0.0,0.0,1.0,8.4983
34620,"Muncie, IN",314,18,117671.0,2377,2020-03-30,9,15,1,8.498270601932507,0.0,0.0,0.0,1.0,8.4983
34620,"Muncie, IN",314,18,117671.0,2377,2020-03-31,10,18,1,8.498270601932507,0.0,0.0,0.0,1.0,8.4983
34620,"Muncie, IN",314,18,117671.0,2377,2020-04-01,11,22,1,8.498270601932507,0.0,0.0,0.0,1.0,8.4983
34620,"Muncie, IN",314,18,117671.0,2377,2020-04-02,12,25,1,8.498270601932507,0.0,0.0,0.0,1.0,8.4983
34620,"Muncie, IN",314,18,117671.0,2377,2020-04-03,13,30,1,8.498270601932507,0.0,0.0,0.0,1.0,8.4983
34620,"Muncie, IN",314,18,117671.0,2377,2020-04-04,14,33,1,8.498270601932507,0.0,0.0,0.0,1.0,8.4983
34620,"Muncie, IN",314,18,117671.0,2377,2020-04-05,15,37,1,8.498270601932507,0.0,0.0,0.0,1.0,8.4983
34620,"Muncie, IN",314,18,117671.0,2377,2020-04-06,16,40,1,8.498270601932507,0.0,0.0,-0.0,1.0,8.4983
34620,"Muncie, IN",314,18,117671.0,2377,2020-04-07,17,40,1,8.498270601932507,0.0,0.0,-0.0,1.0,8.4983
31460,"Madera, CA",335,17,150865.0,2390,2020-03-07,-20,1,0,0.0,0.0,0.0,0.0,0.0,0.0
31460,"Madera, CA",335,17,150865.0,2390,2020-03-08,-19,1,0,0.0,0.0,0.0,0.0,0.0,0.0
31460,"Madera, CA",335,17,150865.0,2390,2020-03-09,-18,1,0,0.0,0.0,0.0,0.0,0.0,0.0
31460,"Madera, CA",335,17,150865.0,2390,2020-03-10,-17,1,0,0.0,0.0,0.0,0.0,0.0,0.0
31460,"Madera, CA",335,17,150865.0,2390,2020-03-11,-16,1,0,0.0,0.0,0.0,0.0,0.0,0.0
31460,"Madera, CA",335,17,150865.0,2390,2020-03-12,-15,1,0,0.0,0.0,0.0,0.0,0.0,0.0
31460,"Madera, CA",335,17,150865.0,2390,2020-03-13,-14,1,0,0.0,0.0,0.0,0.0,0.0,0.0
31460,"Madera, CA",335,17,150865.0,2390,2020-03-14,-13,1,0,0.0,0.0,0.0,0.0,0.0,0.0
31460,"Madera, CA",335,17,150865.0,2390,2020-03-15,-12,1,0,0.0,0.0,0.0,0.0,0.0,0.0
31460,"Madera, CA",335,17,150865.0,2390,2020-03-16,-11,1,0,0.0,0.0,0.0,0.0,0.0,0.0
31460,"Madera, CA",335,17,150865.0,2390,2020-03-17,-10,1,0,0.0,0.0,0.0,0.0,0.0,0.0
31460,"Madera, CA",335,17,150865.0,2390,2020-03-18,-9,1,0,0.0,0.0,0.0,0.0,0.0,0.0
31460,"Madera, CA",335,17,150865.0,2390,2020-03-19,-8,3,0,0.0,0.0,0.0,0.0,0.0,0.0
31460,"Madera, CA",335,17,150865.0,2390,2020-03-20,-7,3,0,0.0,0.0,0.0,0.0,0.0,0.0
31460,"Madera, CA",335,17,150865.0,2390,2020-03-21,-6,3,0,0.0,0.0,0.0,0.0,0.0,0.0
31460,"Madera, CA",335,17,150865.0,2390,2020-03-22,-5,3,0,0.0,-0.0455,0.0,-0.3013,0.0,0.0
31460,"Madera, CA",335,17,150865.0,2390,2020-03-23,-4,6,0,0.0,-0.0152,0.0,-0.1004,-0.0909,-0.6026
31460,"Madera, CA",335,17,150865.0,2390,2020-03-24,-3,6,0,0.0,0.1147,0.0,0.7604,-0.0303,-0.2009
31460,"Madera, CA",335,17,150865.0,2390,2020-03-25,-2,7,0,0.0,0.2013,0.0,1.3343,0.1385,0.9182
31460,"Madera, CA",335,17,150865.0,2390,2020-03-26,-1,7,0,0.0,0.2446,3.3142,1.6212,0.3723,2.4677
31460,"Madera, CA",335,17,150865.0,2390,2020-03-27,0,11,1,6.628442647399994,0.2446,3.3142,1.6212,0.6277,4.1607
31460,"Madera, CA",335,17,150865.0,2390,2020-03-28,1,15,1,6.628442647399994,0.2013,0.0,1.3343,0.8615,5.7102
31460,"Madera, CA",335,17,150865.0,2390,2020-03-29,2,18,1,6.628442647399994,0.0693,0.0,0.4591,1.0303,6.8293
31460,"Madera, CA",335,17,150865.0,2390,2020-03-30,3,21,1,6.628442647399994,-0.0303,0.0,-0.2009,1.0,6.6284
31460,"Madera, CA",335,17,150865.0,2390,2020-03-31,4,23,1,6.628442647399994,0.0693,0.0,0.4591,0.9697,6.4276
31460,"Madera, CA",335,17,150865.0,2390,2020-04-01,5,23,1,6.628442647399994,0.2013,0.0,1.3343,1.1385,7.5467
31460,"Madera, CA",335,17,150865.0,2390,2020-04-02,6,28,1,6.628442647399994,0.2446,3.3142,1.6212,1.3723,9.0962
31460,"Madera, CA",335,17,150865.0,2390,2020-04-03,7,28,2,13.256885294799988,0.2738,3.3142,1.8149,1.6277,10.7892
31460,"Madera, CA",335,17,150865.0,2390,2020-04-04,8,30,2,13.256885294799988,0.2435,0.0,1.6141,1.9199,12.726
31460,"Madera, CA",335,17,150865.0,2390,2020-04-05,9,30,2,13.256885294799988,0.1082,0.0,0.7174,2.1147,14.0173
31460,"Madera, CA",335,17,150865.0,2390,2020-04-06,10,28,2,13.256885294799988,-0.1028,0.0,-0.6815,2.1364,14.1608
31460,"Madera, CA",335,17,150865.0,2390,2020-04-07,11,30,2,13.256885294799988,-0.2273,0.0,-1.5065,1.9091,12.6543
28940,"Knoxville, TN",1767,17,698030.0,1343,2020-03-12,-19,1,0,0.0,0.0,0.0,0.0,0.0,0.0
28940,"Knoxville, TN",1767,17,698030.0,1343,2020-03-13,-18,1,0,0.0,0.0,0.0,0.0,0.0,0.0
28940,"Knoxville, TN",1767,17,698030.0,1343,2020-03-14,-17,2,0,0.0,0.0,0.0,0.0,0.0,0.0
28940,"Knoxville, TN",1767,17,698030.0,1343,2020-03-15,-16,2,0,0.0,0.0,0.0,0.0,0.0,0.0
28940,"Knoxville, TN",1767,17,698030.0,1343,2020-03-16,-15,2,0,0.0,0.0,0.0,0.0,0.0,0.0
28940,"Knoxville, TN",1767,17,698030.0,1343,2020-03-17,-14,3,0,0.0,0.0,0.0,0.0,0.0,0.0
28940,"Knoxville, TN",1767,17,698030.0,1343,2020-03-18,-13,3,0,0.0,0.0,0.0,0.0,0.0,0.0
28940,"Knoxville, TN",1767,17,698030.0,1343,2020-03-19,-12,3,0,0.0,0.0,0.0,0.0,0.0,0.0
28940,"Knoxville, TN",1767,17,698030.0,1343,2020-03-20,-11,6,0,0.0,0.0,0.0,0.0,0.0,0.0
28940,"Knoxville, TN",1767,17,698030.0,1343,2020-03-21,-10,9,0,0.0,0.0,0.0,0.0,0.0,0.0
28940,"Knoxville, TN",1767,17,698030.0,1343,2020-03-22,-9,11,0,0.0,0.0,0.0,0.0,0.0,0.0
28940,"Knoxville, TN",1767,17,698030.0,1343,2020-03-23,-8,11,0,0.0,0.0,0.0,0.0,0.0,0.0
28940,"Knoxville, TN",1767,17,698030.0,1343,2020-03-24,-7,24,0,0.0,0.0,0.0,0.0,0.0,0.0
28940,"Knoxville, TN",1767,17,698030.0,1343,2020-03-25,-6,32,0,0.0,0.0,0.0,0.0,0.0,0.0
28940,"Knoxville, TN",1767,17,698030.0,1343,2020-03-26,-5,42,0,0.0,-0.0455,0.0,-0.0651,0.0,0.0
28940,"Knoxville, TN",1767,17,698030.0,1343,2020-03-27,-4,52,0,0.0,-0.0152,0.0,-0.0217,-0.0909,-0.1302
28940,"Knoxville, TN",1767,17,698030.0,1343,2020-03-28,-3,60,0,0.0,0.1147,0.0,0.1643,-0.0303,-0.0434
28940,"Knoxville, TN",1767,17,698030.0,1343,2020-03-29,-2,69,0,0.0,0.2013,0.0,0.2884,0.1385,0.1985
28940,"Knoxville, TN",1767,17,698030.0,1343,2020-03-30,-1,87,0,0.0,0.2446,0.7163,0.3504,0.3723,0.5334
28940,"Knoxville, TN",1767,17,698030.0,1343,2020-03-31,0,117,1,1.4326031832442732,0.1991,0.7163,0.2853,0.6277,0.8993
28940,"Knoxville, TN",1767,17,698030.0,1343,2020-04-01,1,132,1,1.4326031832442732,0.0498,0.0,0.0713,0.7706,1.1039
28940,"Knoxville, TN",1767,17,698030.0,1343,2020-04-02,2,152,1,1.4326031832442732,0.184,0.0,0.2636,0.7273,1.0419
28940,"Knoxville, TN",1767,17,698030.0,1343,2020-04-03,3,163,1,1.4326031832442732,0.4134,0.0,0.5923,1.1385,1.6311
28940,"Knoxville, TN",1767,17,698030.0,1343,2020-04-04,4,171,1,1.4326031832442732,0.6014,0.7163,0.8615,1.5541,2.2264
28940,"Knoxville, TN",1767,17,698030.0,1343,2020-04-05,5,189,2,2.8652063664885463,1.0462,2.8652,1.4988,2.3413,3.3541
28940,"Knoxville, TN",1767,17,698030.0,1343,2020-04-06,6,196,5,7.163015916221366,1.6374,2.1489,2.3458,3.6465,5.2239
28940,"Knoxville, TN",1767,17,698030.0,1343,2020-04-07,7,227,5,7.163015916221366,1.9697,0.0,2.8218,5.6162,8.0457
22180,"Fayetteville, NC",758,17,366383.0,1694,2020-03-14,-12,2,0,0.0,0.0,0.0,0.0,0.0,0.0
22180,"Fayetteville, NC",758,17,366383.0,1694,2020-03-15,-11,2,0,0.0,0.0,0.0,0.0,0.0,0.0
22180,"Fayetteville, NC",758,17,366383.0,1694,2020-03-16,-10,2,0,0.0,0.0,0.0,0.0,0.0,0.0
22180,"Fayetteville, NC",758,17,366383.0,1694,2020-03-17,-9,3,0,0.0,0.0,0.0,0.0,0.0,0.0
22180,"Fayetteville, NC",758,17,366383.0,1694,2020-03-18,-8,5,0,0.0,0.0,0.0,0.0,0.0,0.0
22180,"Fayetteville, NC",758,17,366383.0,1694,2020-03-19,-7,7,0,0.0,0.0,0.0,0.0,0.0,0.0
22180,"Fayetteville, NC",758,17,366383.0,1694,2020-03-20,-6,7,0,0.0,0.0,0.0,0.0,0.0,0.0
22180,"Fayetteville, NC",758,17,366383.0,1694,2020-03-21,-5,7,0,0.0,-0.0455,0.0,-0.1241,0.0,0.0
22180,"Fayetteville, NC",758,17,366383.0,1694,2020-03-22,-4,11,0,0.0,-0.0152,0.0,-0.0414,-0.0909,-0.2481
22180,"Fayetteville, NC",758,17,366383.0,1694,2020-03-23,-3,12,0,0.0,0.1147,0.0,0.3131,-0.0303,-0.0827
22180,"Fayetteville, NC",758,17,366383.0,1694,2020-03-24,-2,13,0,0.0,0.2013,0.0,0.5494,0.1385,0.3781
22180,"Fayetteville, NC",758,17,366383.0,1694,2020-03-25,-1,17,0,0.0,0.2446,1.3647,0.6676,0.3723,1.0161
22180,"Fayetteville, NC",758,17,366383.0,1694,2020-03-26,0,20,1,2.7293842782006807,0.2446,1.3647,0.6676,0.6277,1.7132
22180,"Fayetteville, NC",758,17,366383.0,1694,2020-03-27,1,21,1,2.7293842782006807,0.2013,0.0,0.5494,0.8615,2.3513
22180,"Fayetteville, NC",758,17,366383.0,1694,2020-03-28,2,26,1,2.7293842782006807,0.1147,0.0,0.3131,1.0303,2.8121
22180,"Fayetteville, NC",758,17,366383.0,1694,2020-03-29,3,30,1,2.7293842782006807,-0.0152,0.0,-0.0414,1.0909,2.9775
22180,"Fayetteville, NC",758,17,366383.0,1694,2020-03-30,4,33,1,2.7293842782006807,-0.0909,0.0,-0.2481,1.0,2.7294
22180,"Fayetteville, NC",758,17,366383.0,1694,2020-03-31,5,40,1,2.7293842782006807,-0.0152,0.0,-0.0414,0.9091,2.4813
22180,"Fayetteville, NC",758,17,366383.0,1694,2020-04-01,6,41,1,2.7293842782006807,0.1147,0.0,0.3131,0.9697,2.6467
22180,"Fayetteville, NC",758,17,366383.0,1694,2020-04-02,7,51,1,2.7293842782006807,0.2013,0.0,0.5494,1.1385,3.1075
22180,"Fayetteville, NC",758,17,366383.0,1694,2020-04-03,8,63,1,2.7293842782006807,0.2738,1.3647,0.7473,1.3723,3.7455
22180,"Fayetteville, NC",758,17,366383.0,1694,2020-04-04,9,75,2,5.4587685564013615,0.2868,1.3647,0.7828,1.6861,4.6021
22180,"Fayetteville, NC",758,17,366383.0,1694,2020-04-05,10,77,2,5.4587685564013615,0.1948,0.0,0.5317,1.9459,5.3111
22180,"Fayetteville, NC",758,17,366383.0,1694,2020-04-06,11,87,2,5.4587685564013615,0.0271,0.0,0.0738,2.0758,5.6655
22180,"Fayetteville, NC",758,17,366383.0,1694,2020-04-07,12,106,2,5.4587685564013615,-0.0758,0.0,-0.2068,2.0,5.4588
12540,"Bakersfield, CA",1814,17,839631.0,3711,2020-03-17,-10,1,0,0.0,0.0,0.0,0.0,0.0,0.0
12540,"Bakersfield, CA",1814,17,839631.0,3711,2020-03-18,-9,1,0,0.0,0.0,0.0,0.0,0.0,0.0
12540,"Bakersfield, CA",1814,17,839631.0,3711,2020-03-19,-8,2,0,0.0,0.0,0.0,0.0,0.0,0.0
12540,"Bakersfield, CA",1814,17,839631.0,3711,2020-03-20,-7,2,0,0.0,0.0,0.0,0.0,0.0,0.0
12540,"Bakersfield, CA",1814,17,839631.0,3711,2020-03-21,-6,4,0,0.0,0.0,0.0,0.0,0.0,0.0
12540,"Bakersfield, CA",1814,17,839631.0,3711,2020-03-22,-5,5,0,0.0,-0.0455,0.0,-0.0541,0.0,0.0
12540,"Bakersfield, CA",1814,17,839631.0,3711,2020-03-23,-4,5,0,0.0,-0.0152,0.0,-0.018,-0.0909,-0.1083
12540,"Bakersfield, CA",1814,17,839631.0,3711,2020-03-24,-3,14,0,0.0,0.1147,0.0,0.1366,-0.0303,-0.0361
12540,"Bakersfield, CA",1814,17,839631.0,3711,2020-03-25,-2,24,0,0.0,0.2013,0.0,0.2397,0.1385,0.165
12540,"Bakersfield, CA",1814,17,839631.0,3711,2020-03-26,-1,33,0,0.0,0.2446,0.5955,0.2913,0.3723,0.4434
12540,"Bakersfield, CA",1814,17,839631.0,3711,2020-03-27,0,41,1,1.1909993794893232,0.2446,0.5955,0.2913,0.6277,0.7476
12540,"Bakersfield, CA",1814,17,839631.0,3711,2020-03-28,1,47,1,1.1909993794893232,0.2013,0.0,0.2397,0.8615,1.026
12540,"Bakersfield, CA",1814,17,839631.0,3711,2020-03-29,2,51,1,1.1909993794893232,0.0693,0.0,0.0825,1.0303,1.2271
12540,"Bakersfield, CA",1814,17,839631.0,3711,2020-03-30,3,76,1,1.1909993794893232,-0.0303,0.0,-0.0361,1.0,1.191
12540,"Bakersfield, CA",1814,17,839631.0,3711,2020-03-31,4,101,1,1.1909993794893232,0.0693,0.0,0.0825,0.9697,1.1549
12540,"Bakersfield, CA",1814,17,839631.0,3711,2020-04-01,5,110,1,1.1909993794893232,0.2013,0.0,0.2397,1.1385,1.356
12540,"Bakersfield, CA",1814,17,839631.0,3711,2020-04-02,6,155,1,1.1909993794893232,0.2446,0.5955,0.2913,1.3723,1.6344
12540,"Bakersfield, CA",1814,17,839631.0,3711,2020-04-03,7,199,2,2.3819987589786464,0.2738,0.5955,0.3261,1.6277,1.9386
12540,"Bakersfield, CA",1814,17,839631.0,3711,2020-04-04,8,205,2,2.3819987589786464,0.2435,0.0,0.29,1.9199,2.2866
12540,"Bakersfield, CA",1814,17,839631.0,3711,2020-04-05,9,225,2,2.3819987589786464,0.1082,0.0,0.1289,2.1147,2.5186
12540,"Bakersfield, CA",1814,17,839631.0,3711,2020-04-06,10,246,2,2.3819987589786464,-0.1028,0.0,-0.1225,2.1364,2.5444
12540,"Bakersfield, CA",1814,17,839631.0,3711,2020-04-07,11,267,2,2.3819987589786464,-0.2273,0.0,-0.2707,1.9091,2.2737
23460,"Gadsden, AL",230,17,104430.0,664,2020-03-25,-7,3,0,0.0,-0.0,0.0,-0.0,0.0101,0.0967
23460,"Gadsden, AL",230,17,104430.0,664,2020-03-26,-6,4,0,0.0,-0.0152,0.0,-0.1451,0.0101,0.0967
23460,"Gadsden, AL",230,17,104430.0,664,2020-03-27,-5,5,0,0.0,-0.0278,0.0,-0.266,-0.0202,-0.1935
23460,"Gadsden, AL",230,17,104430.0,664,2020-03-28,-4,6,0,0.0,-0.0051,0.0,-0.0484,-0.0455,-0.4353
